"year","Label (Grouping)","state","series","measure","value"
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Tennessee","Uninsured.Share",NA,NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Texas","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Texas","Uninsured.Population","Estimate",NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Texas","Uninsured.Share",NA,NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Utah","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Utah","Uninsured.Population","Estimate",NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Utah","Uninsured.Share",NA,NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Virginia","Uninsured.Population","Estimate",NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Virginia","Uninsured.Share",NA,NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Washington","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Washington","Uninsured.Population","Estimate",NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Washington","Uninsured.Share",NA,NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","West.Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","West.Virginia","Uninsured.Population","Estimate",NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","West.Virginia","Uninsured.Share",NA,NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Wisconsin","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Wisconsin","Uninsured.Population","Estimate",NA
"df_pop_2014","HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Wisconsin","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Alabama","Total.Civilian.Noninstitutionalized.Population","Estimate",4657018
"df_pop_2014","    Total household population","Alabama","Uninsured.Population","Estimate",680934
"df_pop_2014","    Total household population","Alabama","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Alaska","Total.Civilian.Noninstitutionalized.Population","Estimate",674410
"df_pop_2014","    Total household population","Alaska","Uninsured.Population","Estimate",131125
"df_pop_2014","    Total household population","Alaska","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Arizona","Total.Civilian.Noninstitutionalized.Population","Estimate",6260750
"df_pop_2014","    Total household population","Arizona","Uninsured.Population","Estimate",1056916
"df_pop_2014","    Total household population","Arizona","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Arkansas","Total.Civilian.Noninstitutionalized.Population","Estimate",2836652
"df_pop_2014","    Total household population","Arkansas","Uninsured.Population","Estimate",496745
"df_pop_2014","    Total household population","Arkansas","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","California","Total.Civilian.Noninstitutionalized.Population","Estimate",36450556
"df_pop_2014","    Total household population","California","Uninsured.Population","Estimate",6769740
"df_pop_2014","    Total household population","California","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Colorado","Total.Civilian.Noninstitutionalized.Population","Estimate",4913531
"df_pop_2014","    Total household population","Colorado","Uninsured.Population","Estimate",782382
"df_pop_2014","    Total household population","Colorado","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Connecticut","Total.Civilian.Noninstitutionalized.Population","Estimate",3455108
"df_pop_2014","    Total household population","Connecticut","Uninsured.Population","Estimate",315486
"df_pop_2014","    Total household population","Connecticut","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Florida","Total.Civilian.Noninstitutionalized.Population","Estimate",18382694
"df_pop_2014","    Total household population","Florida","Uninsured.Population","Estimate",3903988
"df_pop_2014","    Total household population","Florida","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Georgia","Total.Civilian.Noninstitutionalized.Population","Estimate",9427254
"df_pop_2014","    Total household population","Georgia","Uninsured.Population","Estimate",1860317
"df_pop_2014","    Total household population","Georgia","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Idaho","Total.Civilian.Noninstitutionalized.Population","Estimate",1539760
"df_pop_2014","    Total household population","Idaho","Uninsured.Population","Estimate",273363
"df_pop_2014","    Total household population","Idaho","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Illinois","Total.Civilian.Noninstitutionalized.Population","Estimate",12534609
"df_pop_2014","    Total household population","Illinois","Uninsured.Population","Estimate",1735208
"df_pop_2014","    Total household population","Illinois","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Indiana","Total.Civilian.Noninstitutionalized.Population","Estimate",6299913
"df_pop_2014","    Total household population","Indiana","Uninsured.Population","Estimate",938133
"df_pop_2014","    Total household population","Indiana","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Iowa","Total.Civilian.Noninstitutionalized.Population","Estimate",2950055
"df_pop_2014","    Total household population","Iowa","Uninsured.Population","Estimate",275400
"df_pop_2014","    Total household population","Iowa","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Kansas","Total.Civilian.Noninstitutionalized.Population","Estimate",2766338
"df_pop_2014","    Total household population","Kansas","Uninsured.Population","Estimate",386652
"df_pop_2014","    Total household population","Kansas","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Kentucky","Total.Civilian.Noninstitutionalized.Population","Estimate",4210790
"df_pop_2014","    Total household population","Kentucky","Uninsured.Population","Estimate",640302
"df_pop_2014","    Total household population","Kentucky","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Louisiana","Total.Civilian.Noninstitutionalized.Population","Estimate",4403920
"df_pop_2014","    Total household population","Louisiana","Uninsured.Population","Estimate",785140
"df_pop_2014","    Total household population","Louisiana","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Maine","Total.Civilian.Noninstitutionalized.Population","Estimate",1289901
"df_pop_2014","    Total household population","Maine","Uninsured.Population","Estimate",131921
"df_pop_2014","    Total household population","Maine","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Maryland","Total.Civilian.Noninstitutionalized.Population","Estimate",5623995
"df_pop_2014","    Total household population","Maryland","Uninsured.Population","Estimate",635190
"df_pop_2014","    Total household population","Maryland","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Massachusetts","Total.Civilian.Noninstitutionalized.Population","Estimate",6314172
"df_pop_2014","    Total household population","Massachusetts","Uninsured.Population","Estimate",281800
"df_pop_2014","    Total household population","Massachusetts","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Michigan","Total.Civilian.Noninstitutionalized.Population","Estimate",9644923
"df_pop_2014","    Total household population","Michigan","Uninsured.Population","Estimate",1194691
"df_pop_2014","    Total household population","Michigan","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Minnesota","Total.Civilian.Noninstitutionalized.Population","Estimate",5173005
"df_pop_2014","    Total household population","Minnesota","Uninsured.Population","Estimate",473797
"df_pop_2014","    Total household population","Minnesota","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Mississippi","Total.Civilian.Noninstitutionalized.Population","Estimate",2870016
"df_pop_2014","    Total household population","Mississippi","Uninsured.Population","Estimate",522019
"df_pop_2014","    Total household population","Mississippi","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Missouri","Total.Civilian.Noninstitutionalized.Population","Estimate",5809213
"df_pop_2014","    Total household population","Missouri","Uninsured.Population","Estimate",767874
"df_pop_2014","    Total household population","Missouri","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Montana","Total.Civilian.Noninstitutionalized.Population","Estimate",959816
"df_pop_2014","    Total household population","Montana","Uninsured.Population","Estimate",166624
"df_pop_2014","    Total household population","Montana","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Nebraska","Total.Civilian.Noninstitutionalized.Population","Estimate",1774960
"df_pop_2014","    Total household population","Nebraska","Uninsured.Population","Estimate",206935
"df_pop_2014","    Total household population","Nebraska","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Nevada","Total.Civilian.Noninstitutionalized.Population","Estimate",2659725
"df_pop_2014","    Total household population","Nevada","Uninsured.Population","Estimate",602227
"df_pop_2014","    Total household population","Nevada","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","New.Hampshire","Total.Civilian.Noninstitutionalized.Population","Estimate",1275696
"df_pop_2014","    Total household population","New.Hampshire","Uninsured.Population","Estimate",143707
"df_pop_2014","    Total household population","New.Hampshire","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","New.Jersey","Total.Civilian.Noninstitutionalized.Population","Estimate",8608738
"df_pop_2014","    Total household population","New.Jersey","Uninsured.Population","Estimate",1141842
"df_pop_2014","    Total household population","New.Jersey","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","New.Mexico","Total.Civilian.Noninstitutionalized.Population","Estimate",2017125
"df_pop_2014","    Total household population","New.Mexico","Uninsured.Population","Estimate",394069
"df_pop_2014","    Total household population","New.Mexico","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","New.York","Total.Civilian.Noninstitutionalized.Population","Estimate",18787866
"df_pop_2014","    Total household population","New.York","Uninsured.Population","Estimate",2253132
"df_pop_2014","    Total household population","New.York","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","North.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",9243037
"df_pop_2014","    Total household population","North.Carolina","Uninsured.Population","Estimate",1557430
"df_pop_2014","    Total household population","North.Carolina","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Ohio","Total.Civilian.Noninstitutionalized.Population","Estimate",11221854
"df_pop_2014","    Total household population","Ohio","Uninsured.Population","Estimate",1388791
"df_pop_2014","    Total household population","Ohio","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Oklahoma","Total.Civilian.Noninstitutionalized.Population","Estimate",3636803
"df_pop_2014","    Total household population","Oklahoma","Uninsured.Population","Estimate",688001
"df_pop_2014","    Total household population","Oklahoma","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Oregon","Total.Civilian.Noninstitutionalized.Population","Estimate",3749077
"df_pop_2014","    Total household population","Oregon","Uninsured.Population","Estimate",639010
"df_pop_2014","    Total household population","Oregon","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Pennsylvania","Total.Civilian.Noninstitutionalized.Population","Estimate",12276999
"df_pop_2014","    Total household population","Pennsylvania","Uninsured.Population","Estimate",1261759
"df_pop_2014","    Total household population","Pennsylvania","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","South.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",4480934
"df_pop_2014","    Total household population","South.Carolina","Uninsured.Population","Estimate",789767
"df_pop_2014","    Total household population","South.Carolina","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","South.Dakota","Total.Civilian.Noninstitutionalized.Population","Estimate",779485
"df_pop_2014","    Total household population","South.Dakota","Uninsured.Population","Estimate",95949
"df_pop_2014","    Total household population","South.Dakota","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Tennessee","Total.Civilian.Noninstitutionalized.Population","Estimate",6191989
"df_pop_2014","    Total household population","Tennessee","Uninsured.Population","Estimate",888574
"df_pop_2014","    Total household population","Tennessee","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Texas","Total.Civilian.Noninstitutionalized.Population","Estimate",24608963
"df_pop_2014","    Total household population","Texas","Uninsured.Population","Estimate",5843597
"df_pop_2014","    Total household population","Texas","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Utah","Total.Civilian.Noninstitutionalized.Population","Estimate",2726363
"df_pop_2014","    Total household population","Utah","Uninsured.Population","Estimate",417691
"df_pop_2014","    Total household population","Utah","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",7706550
"df_pop_2014","    Total household population","Virginia","Uninsured.Population","Estimate",1011630
"df_pop_2014","    Total household population","Virginia","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Washington","Total.Civilian.Noninstitutionalized.Population","Estimate",6568935
"df_pop_2014","    Total household population","Washington","Uninsured.Population","Estimate",937415
"df_pop_2014","    Total household population","Washington","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","West.Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",1802385
"df_pop_2014","    Total household population","West.Virginia","Uninsured.Population","Estimate",262765
"df_pop_2014","    Total household population","West.Virginia","Uninsured.Share",NA,NA
"df_pop_2014","    Total household population","Wisconsin","Total.Civilian.Noninstitutionalized.Population","Estimate",5537483
"df_pop_2014","    Total household population","Wisconsin","Uninsured.Population","Estimate",524909
"df_pop_2014","    Total household population","Wisconsin","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Alabama","Total.Civilian.Noninstitutionalized.Population","Estimate",25.7
"df_pop_2014","    Under $25,000","Alabama","Uninsured.Population","Estimate",42.1
"df_pop_2014","    Under $25,000","Alabama","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Alaska","Total.Civilian.Noninstitutionalized.Population","Estimate",11.7
"df_pop_2014","    Under $25,000","Alaska","Uninsured.Population","Estimate",19.2
"df_pop_2014","    Under $25,000","Alaska","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Arizona","Total.Civilian.Noninstitutionalized.Population","Estimate",20.7
"df_pop_2014","    Under $25,000","Arizona","Uninsured.Population","Estimate",29.9
"df_pop_2014","    Under $25,000","Arizona","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Arkansas","Total.Civilian.Noninstitutionalized.Population","Estimate",26.1
"df_pop_2014","    Under $25,000","Arkansas","Uninsured.Population","Estimate",39.2
"df_pop_2014","    Under $25,000","Arkansas","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","California","Total.Civilian.Noninstitutionalized.Population","Estimate",16.6
"df_pop_2014","    Under $25,000","California","Uninsured.Population","Estimate",23.4
"df_pop_2014","    Under $25,000","California","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Colorado","Total.Civilian.Noninstitutionalized.Population","Estimate",16.7
"df_pop_2014","    Under $25,000","Colorado","Uninsured.Population","Estimate",30.3
"df_pop_2014","    Under $25,000","Colorado","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Connecticut","Total.Civilian.Noninstitutionalized.Population","Estimate",13.5
"df_pop_2014","    Under $25,000","Connecticut","Uninsured.Population","Estimate",22.9
"df_pop_2014","    Under $25,000","Connecticut","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Florida","Total.Civilian.Noninstitutionalized.Population","Estimate",21.4
"df_pop_2014","    Under $25,000","Florida","Uninsured.Population","Estimate",30.2
"df_pop_2014","    Under $25,000","Florida","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Georgia","Total.Civilian.Noninstitutionalized.Population","Estimate",22.6
"df_pop_2014","    Under $25,000","Georgia","Uninsured.Population","Estimate",35.7
"df_pop_2014","    Under $25,000","Georgia","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Idaho","Total.Civilian.Noninstitutionalized.Population","Estimate",19.6
"df_pop_2014","    Under $25,000","Idaho","Uninsured.Population","Estimate",31.1
"df_pop_2014","    Under $25,000","Idaho","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Illinois","Total.Civilian.Noninstitutionalized.Population","Estimate",17.4
"df_pop_2014","    Under $25,000","Illinois","Uninsured.Population","Estimate",28.7
"df_pop_2014","    Under $25,000","Illinois","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Indiana","Total.Civilian.Noninstitutionalized.Population","Estimate",20.4
"df_pop_2014","    Under $25,000","Indiana","Uninsured.Population","Estimate",34.4
"df_pop_2014","    Under $25,000","Indiana","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Iowa","Total.Civilian.Noninstitutionalized.Population","Estimate",17.6
"df_pop_2014","    Under $25,000","Iowa","Uninsured.Population","Estimate",33.5
"df_pop_2014","    Under $25,000","Iowa","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Kansas","Total.Civilian.Noninstitutionalized.Population","Estimate",18.2
"df_pop_2014","    Under $25,000","Kansas","Uninsured.Population","Estimate",35.1
"df_pop_2014","    Under $25,000","Kansas","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Kentucky","Total.Civilian.Noninstitutionalized.Population","Estimate",25.8
"df_pop_2014","    Under $25,000","Kentucky","Uninsured.Population","Estimate",41
"df_pop_2014","    Under $25,000","Kentucky","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Louisiana","Total.Civilian.Noninstitutionalized.Population","Estimate",24.6
"df_pop_2014","    Under $25,000","Louisiana","Uninsured.Population","Estimate",34.9
"df_pop_2014","    Under $25,000","Louisiana","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Maine","Total.Civilian.Noninstitutionalized.Population","Estimate",19.3
"df_pop_2014","    Under $25,000","Maine","Uninsured.Population","Estimate",24.6
"df_pop_2014","    Under $25,000","Maine","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Maryland","Total.Civilian.Noninstitutionalized.Population","Estimate",11.9
"df_pop_2014","    Under $25,000","Maryland","Uninsured.Population","Estimate",17.7
"df_pop_2014","    Under $25,000","Maryland","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Massachusetts","Total.Civilian.Noninstitutionalized.Population","Estimate",14.9
"df_pop_2014","    Under $25,000","Massachusetts","Uninsured.Population","Estimate",20.1
"df_pop_2014","    Under $25,000","Massachusetts","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Michigan","Total.Civilian.Noninstitutionalized.Population","Estimate",21.7
"df_pop_2014","    Under $25,000","Michigan","Uninsured.Population","Estimate",35.4
"df_pop_2014","    Under $25,000","Michigan","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Minnesota","Total.Civilian.Noninstitutionalized.Population","Estimate",15
"df_pop_2014","    Under $25,000","Minnesota","Uninsured.Population","Estimate",24.8
"df_pop_2014","    Under $25,000","Minnesota","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Mississippi","Total.Civilian.Noninstitutionalized.Population","Estimate",29.3
"df_pop_2014","    Under $25,000","Mississippi","Uninsured.Population","Estimate",41.9
"df_pop_2014","    Under $25,000","Mississippi","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Missouri","Total.Civilian.Noninstitutionalized.Population","Estimate",21.4
"df_pop_2014","    Under $25,000","Missouri","Uninsured.Population","Estimate",36.4
"df_pop_2014","    Under $25,000","Missouri","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Montana","Total.Civilian.Noninstitutionalized.Population","Estimate",21.4
"df_pop_2014","    Under $25,000","Montana","Uninsured.Population","Estimate",33.6
"df_pop_2014","    Under $25,000","Montana","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Nebraska","Total.Civilian.Noninstitutionalized.Population","Estimate",17.8
"df_pop_2014","    Under $25,000","Nebraska","Uninsured.Population","Estimate",32.8
"df_pop_2014","    Under $25,000","Nebraska","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Nevada","Total.Civilian.Noninstitutionalized.Population","Estimate",17.5
"df_pop_2014","    Under $25,000","Nevada","Uninsured.Population","Estimate",28.2
"df_pop_2014","    Under $25,000","Nevada","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","New.Hampshire","Total.Civilian.Noninstitutionalized.Population","Estimate",11.7
"df_pop_2014","    Under $25,000","New.Hampshire","Uninsured.Population","Estimate",22
"df_pop_2014","    Under $25,000","New.Hampshire","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","New.Jersey","Total.Civilian.Noninstitutionalized.Population","Estimate",12.8
"df_pop_2014","    Under $25,000","New.Jersey","Uninsured.Population","Estimate",21.7
"df_pop_2014","    Under $25,000","New.Jersey","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","New.Mexico","Total.Civilian.Noninstitutionalized.Population","Estimate",24.6
"df_pop_2014","    Under $25,000","New.Mexico","Uninsured.Population","Estimate",35.8
"df_pop_2014","    Under $25,000","New.Mexico","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","New.York","Total.Civilian.Noninstitutionalized.Population","Estimate",18.2
"df_pop_2014","    Under $25,000","New.York","Uninsured.Population","Estimate",23.4
"df_pop_2014","    Under $25,000","New.York","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","North.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",23.1
"df_pop_2014","    Under $25,000","North.Carolina","Uninsured.Population","Estimate",36.5
"df_pop_2014","    Under $25,000","North.Carolina","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Ohio","Total.Civilian.Noninstitutionalized.Population","Estimate",21.4
"df_pop_2014","    Under $25,000","Ohio","Uninsured.Population","Estimate",34.6
"df_pop_2014","    Under $25,000","Ohio","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Oklahoma","Total.Civilian.Noninstitutionalized.Population","Estimate",22.8
"df_pop_2014","    Under $25,000","Oklahoma","Uninsured.Population","Estimate",34.1
"df_pop_2014","    Under $25,000","Oklahoma","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Oregon","Total.Civilian.Noninstitutionalized.Population","Estimate",19.6
"df_pop_2014","    Under $25,000","Oregon","Uninsured.Population","Estimate",30.7
"df_pop_2014","    Under $25,000","Oregon","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Pennsylvania","Total.Civilian.Noninstitutionalized.Population","Estimate",18.6
"df_pop_2014","    Under $25,000","Pennsylvania","Uninsured.Population","Estimate",29.2
"df_pop_2014","    Under $25,000","Pennsylvania","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","South.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",24.8
"df_pop_2014","    Under $25,000","South.Carolina","Uninsured.Population","Estimate",38.3
"df_pop_2014","    Under $25,000","South.Carolina","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","South.Dakota","Total.Civilian.Noninstitutionalized.Population","Estimate",19.1
"df_pop_2014","    Under $25,000","South.Dakota","Uninsured.Population","Estimate",35.9
"df_pop_2014","    Under $25,000","South.Dakota","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Tennessee","Total.Civilian.Noninstitutionalized.Population","Estimate",23.9
"df_pop_2014","    Under $25,000","Tennessee","Uninsured.Population","Estimate",36.8
"df_pop_2014","    Under $25,000","Tennessee","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Texas","Total.Civilian.Noninstitutionalized.Population","Estimate",20.9
"df_pop_2014","    Under $25,000","Texas","Uninsured.Population","Estimate",30.2
"df_pop_2014","    Under $25,000","Texas","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Utah","Total.Civilian.Noninstitutionalized.Population","Estimate",14.6
"df_pop_2014","    Under $25,000","Utah","Uninsured.Population","Estimate",25.8
"df_pop_2014","    Under $25,000","Utah","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",14.7
"df_pop_2014","    Under $25,000","Virginia","Uninsured.Population","Estimate",26.4
"df_pop_2014","    Under $25,000","Virginia","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Washington","Total.Civilian.Noninstitutionalized.Population","Estimate",16.2
"df_pop_2014","    Under $25,000","Washington","Uninsured.Population","Estimate",27.7
"df_pop_2014","    Under $25,000","Washington","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","West.Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",26.1
"df_pop_2014","    Under $25,000","West.Virginia","Uninsured.Population","Estimate",39.7
"df_pop_2014","    Under $25,000","West.Virginia","Uninsured.Share",NA,NA
"df_pop_2014","    Under $25,000","Wisconsin","Total.Civilian.Noninstitutionalized.Population","Estimate",17.9
"df_pop_2014","    Under $25,000","Wisconsin","Uninsured.Population","Estimate",31.2
"df_pop_2014","    Under $25,000","Wisconsin","Uninsured.Share",NA,NA
"df_pop_2014","    $25,000 to $49,999","Alabama","Total.Civilian.Noninstitutionalized.Population","Estimate",26.8
"df_pop_2014","    $25,000 to $49,999","Alabama","Uninsured.Population","Estimate",33.2
"df_pop_2014","    $25,000 to $49,999","Alabama","Uninsured.Share",NA,NA
"df_pop_2014","    $25,000 to $49,999","Alaska","Total.Civilian.Noninstitutionalized.Population","Estimate",18.7
"df_pop_2014","    $25,000 to $49,999","Alaska","Uninsured.Population","Estimate",24.6
"df_pop_2014","    $25,000 to $49,999","Alaska","Uninsured.Share",NA,NA
"df_pop_2014","    $25,000 to $49,999","Arizona","Total.Civilian.Noninstitutionalized.Population","Estimate",26.2
"df_pop_2014","    $25,000 to $49,999","Arizona","Uninsured.Population","Estimate",33.7
"df_pop_2014","    $25,000 to $49,999","Arizona","Uninsured.Share",NA,NA
"df_pop_2014","    $25,000 to $49,999","Arkansas","Total.Civilian.Noninstitutionalized.Population","Estimate",29
"df_pop_2014","    $25,000 to $49,999","Arkansas","Uninsured.Population","Estimate",34.2
"df_pop_2014","    $25,000 to $49,999","Arkansas","Uninsured.Share",NA,NA
"df_pop_2014","    $25,000 to $49,999","California","Total.Civilian.Noninstitutionalized.Population","Estimate",21.9
"df_pop_2014","    $25,000 to $49,999","California","Uninsured.Population","Estimate",31.3
"df_pop_2014","    $25,000 to $49,999","California","Uninsured.Share",NA,NA
"df_pop_2014","    $25,000 to $49,999","Colorado","Total.Civilian.Noninstitutionalized.Population","Estimate",22.6
"df_pop_2014","    $25,000 to $49,999","Colorado","Uninsured.Population","Estimate",32.6
"df_pop_2014","    $25,000 to $49,999","Colorado","Uninsured.Share",NA,NA
"df_pop_2014","    $25,000 to $49,999","Connecticut","Total.Civilian.Noninstitutionalized.Population","Estimate",17.5
"df_pop_2014","    $25,000 to $49,999","Connecticut","Uninsured.Population","Estimate",27.9
"df_pop_2014","    $25,000 to $49,999","Connecticut","Uninsured.Share",NA,NA
"df_pop_2014","    $25,000 to $49,999","Florida","Total.Civilian.Noninstitutionalized.Population","Estimate",26.9
"df_pop_2014","    $25,000 to $49,999","Florida","Uninsured.Population","Estimate",34.4
"df_pop_2014","    $25,000 to $49,999","Florida","Uninsured.Share",NA,NA
"df_pop_2014","    $25,000 to $49,999","Georgia","Total.Civilian.Noninstitutionalized.Population","Estimate",24.7
"df_pop_2014","    $25,000 to $49,999","Georgia","Uninsured.Population","Estimate",32.2
"df_pop_2014","    $25,000 to $49,999","Georgia","Uninsured.Share",NA,NA
"df_pop_2014","    $25,000 to $49,999","Idaho","Total.Civilian.Noninstitutionalized.Population","Estimate",28.9
"df_pop_2014","    $25,000 to $49,999","Idaho","Uninsured.Population","Estimate",39.2
