"","year","Label (Grouping)","state","series","measure","value"
"12209",2014,"    Total household population","Mississippi","Uninsured.Population","Estimate",522019
"12210",2014,"    Total household population","Mississippi","Uninsured.Share",NA,NA
"12211",2014,"    Total household population","Missouri","Total.Civilian.Noninstitutionalized.Population","Estimate",5809213
"12212",2014,"    Total household population","Missouri","Uninsured.Population","Estimate",767874
"12213",2014,"    Total household population","Missouri","Uninsured.Share",NA,NA
"12214",2014,"    Total household population","Montana","Total.Civilian.Noninstitutionalized.Population","Estimate",959816
"12215",2014,"    Total household population","Montana","Uninsured.Population","Estimate",166624
"12216",2014,"    Total household population","Montana","Uninsured.Share",NA,NA
"12217",2014,"    Total household population","Nebraska","Total.Civilian.Noninstitutionalized.Population","Estimate",1774960
"12218",2014,"    Total household population","Nebraska","Uninsured.Population","Estimate",206935
"12219",2014,"    Total household population","Nebraska","Uninsured.Share",NA,NA
"12220",2014,"    Total household population","Nevada","Total.Civilian.Noninstitutionalized.Population","Estimate",2659725
"12221",2014,"    Total household population","Nevada","Uninsured.Population","Estimate",602227
"12222",2014,"    Total household population","Nevada","Uninsured.Share",NA,NA
"12223",2014,"    Total household population","New.Hampshire","Total.Civilian.Noninstitutionalized.Population","Estimate",1275696
"12224",2014,"    Total household population","New.Hampshire","Uninsured.Population","Estimate",143707
"12225",2014,"    Total household population","New.Hampshire","Uninsured.Share",NA,NA
"12226",2014,"    Total household population","New.Jersey","Total.Civilian.Noninstitutionalized.Population","Estimate",8608738
"12227",2014,"    Total household population","New.Jersey","Uninsured.Population","Estimate",1141842
"12228",2014,"    Total household population","New.Jersey","Uninsured.Share",NA,NA
"12229",2014,"    Total household population","New.Mexico","Total.Civilian.Noninstitutionalized.Population","Estimate",2017125
"12230",2014,"    Total household population","New.Mexico","Uninsured.Population","Estimate",394069
"12231",2014,"    Total household population","New.Mexico","Uninsured.Share",NA,NA
"12232",2014,"    Total household population","New.York","Total.Civilian.Noninstitutionalized.Population","Estimate",18787866
"12233",2014,"    Total household population","New.York","Uninsured.Population","Estimate",2253132
"12234",2014,"    Total household population","New.York","Uninsured.Share",NA,NA
"12235",2014,"    Total household population","North.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",9243037
"12236",2014,"    Total household population","North.Carolina","Uninsured.Population","Estimate",1557430
"12237",2014,"    Total household population","North.Carolina","Uninsured.Share",NA,NA
"12238",2014,"    Total household population","Ohio","Total.Civilian.Noninstitutionalized.Population","Estimate",11221854
"12239",2014,"    Total household population","Ohio","Uninsured.Population","Estimate",1388791
"12240",2014,"    Total household population","Ohio","Uninsured.Share",NA,NA
"12241",2014,"    Total household population","Oklahoma","Total.Civilian.Noninstitutionalized.Population","Estimate",3636803
"12242",2014,"    Total household population","Oklahoma","Uninsured.Population","Estimate",688001
"12243",2014,"    Total household population","Oklahoma","Uninsured.Share",NA,NA
"12244",2014,"    Total household population","Oregon","Total.Civilian.Noninstitutionalized.Population","Estimate",3749077
"12245",2014,"    Total household population","Oregon","Uninsured.Population","Estimate",639010
"12246",2014,"    Total household population","Oregon","Uninsured.Share",NA,NA
"12247",2014,"    Total household population","Pennsylvania","Total.Civilian.Noninstitutionalized.Population","Estimate",12276999
"12248",2014,"    Total household population","Pennsylvania","Uninsured.Population","Estimate",1261759
"12249",2014,"    Total household population","Pennsylvania","Uninsured.Share",NA,NA
"12250",2014,"    Total household population","South.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",4480934
"12251",2014,"    Total household population","South.Carolina","Uninsured.Population","Estimate",789767
"12252",2014,"    Total household population","South.Carolina","Uninsured.Share",NA,NA
"12253",2014,"    Total household population","South.Dakota","Total.Civilian.Noninstitutionalized.Population","Estimate",779485
"12254",2014,"    Total household population","South.Dakota","Uninsured.Population","Estimate",95949
"12255",2014,"    Total household population","South.Dakota","Uninsured.Share",NA,NA
"12256",2014,"    Total household population","Tennessee","Total.Civilian.Noninstitutionalized.Population","Estimate",6191989
"12257",2014,"    Total household population","Tennessee","Uninsured.Population","Estimate",888574
"12258",2014,"    Total household population","Tennessee","Uninsured.Share",NA,NA
"12259",2014,"    Total household population","Texas","Total.Civilian.Noninstitutionalized.Population","Estimate",24608963
"12260",2014,"    Total household population","Texas","Uninsured.Population","Estimate",5843597
"12261",2014,"    Total household population","Texas","Uninsured.Share",NA,NA
"12262",2014,"    Total household population","Utah","Total.Civilian.Noninstitutionalized.Population","Estimate",2726363
"12263",2014,"    Total household population","Utah","Uninsured.Population","Estimate",417691
"12264",2014,"    Total household population","Utah","Uninsured.Share",NA,NA
"12265",2014,"    Total household population","Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",7706550
"12266",2014,"    Total household population","Virginia","Uninsured.Population","Estimate",1011630
"12267",2014,"    Total household population","Virginia","Uninsured.Share",NA,NA
"12268",2014,"    Total household population","Washington","Total.Civilian.Noninstitutionalized.Population","Estimate",6568935
"12269",2014,"    Total household population","Washington","Uninsured.Population","Estimate",937415
"12270",2014,"    Total household population","Washington","Uninsured.Share",NA,NA
"12271",2014,"    Total household population","West.Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",1802385
"12272",2014,"    Total household population","West.Virginia","Uninsured.Population","Estimate",262765
"12273",2014,"    Total household population","West.Virginia","Uninsured.Share",NA,NA
"12274",2014,"    Total household population","Wisconsin","Total.Civilian.Noninstitutionalized.Population","Estimate",5537483
"12275",2014,"    Total household population","Wisconsin","Uninsured.Population","Estimate",524909
"12276",2014,"    Total household population","Wisconsin","Uninsured.Share",NA,NA
"12277",2014,"    Under $25,000","Alabama","Total.Civilian.Noninstitutionalized.Population","Estimate",25.7
"12278",2014,"    Under $25,000","Alabama","Uninsured.Population","Estimate",42.1
"12279",2014,"    Under $25,000","Alabama","Uninsured.Share",NA,NA
"12280",2014,"    Under $25,000","Alaska","Total.Civilian.Noninstitutionalized.Population","Estimate",11.7
"12281",2014,"    Under $25,000","Alaska","Uninsured.Population","Estimate",19.2
"12282",2014,"    Under $25,000","Alaska","Uninsured.Share",NA,NA
"12283",2014,"    Under $25,000","Arizona","Total.Civilian.Noninstitutionalized.Population","Estimate",20.7
"12284",2014,"    Under $25,000","Arizona","Uninsured.Population","Estimate",29.9
"12285",2014,"    Under $25,000","Arizona","Uninsured.Share",NA,NA
"12286",2014,"    Under $25,000","Arkansas","Total.Civilian.Noninstitutionalized.Population","Estimate",26.1
"12287",2014,"    Under $25,000","Arkansas","Uninsured.Population","Estimate",39.2
"12288",2014,"    Under $25,000","Arkansas","Uninsured.Share",NA,NA
"12289",2014,"    Under $25,000","California","Total.Civilian.Noninstitutionalized.Population","Estimate",16.6
"12290",2014,"    Under $25,000","California","Uninsured.Population","Estimate",23.4
"12291",2014,"    Under $25,000","California","Uninsured.Share",NA,NA
"12292",2014,"    Under $25,000","Colorado","Total.Civilian.Noninstitutionalized.Population","Estimate",16.7
"12293",2014,"    Under $25,000","Colorado","Uninsured.Population","Estimate",30.3
"12294",2014,"    Under $25,000","Colorado","Uninsured.Share",NA,NA
"12295",2014,"    Under $25,000","Connecticut","Total.Civilian.Noninstitutionalized.Population","Estimate",13.5
"12296",2014,"    Under $25,000","Connecticut","Uninsured.Population","Estimate",22.9
"12297",2014,"    Under $25,000","Connecticut","Uninsured.Share",NA,NA
"12298",2014,"    Under $25,000","Florida","Total.Civilian.Noninstitutionalized.Population","Estimate",21.4
"12299",2014,"    Under $25,000","Florida","Uninsured.Population","Estimate",30.2
"12300",2014,"    Under $25,000","Florida","Uninsured.Share",NA,NA
"12301",2014,"    Under $25,000","Georgia","Total.Civilian.Noninstitutionalized.Population","Estimate",22.6
"12302",2014,"    Under $25,000","Georgia","Uninsured.Population","Estimate",35.7
"12303",2014,"    Under $25,000","Georgia","Uninsured.Share",NA,NA
"12304",2014,"    Under $25,000","Idaho","Total.Civilian.Noninstitutionalized.Population","Estimate",19.6
"12305",2014,"    Under $25,000","Idaho","Uninsured.Population","Estimate",31.1
"12306",2014,"    Under $25,000","Idaho","Uninsured.Share",NA,NA
"12307",2014,"    Under $25,000","Illinois","Total.Civilian.Noninstitutionalized.Population","Estimate",17.4
"12308",2014,"    Under $25,000","Illinois","Uninsured.Population","Estimate",28.7
"12309",2014,"    Under $25,000","Illinois","Uninsured.Share",NA,NA
"12310",2014,"    Under $25,000","Indiana","Total.Civilian.Noninstitutionalized.Population","Estimate",20.4
"12311",2014,"    Under $25,000","Indiana","Uninsured.Population","Estimate",34.4
"12312",2014,"    Under $25,000","Indiana","Uninsured.Share",NA,NA
"12313",2014,"    Under $25,000","Iowa","Total.Civilian.Noninstitutionalized.Population","Estimate",17.6
"12314",2014,"    Under $25,000","Iowa","Uninsured.Population","Estimate",33.5
"12315",2014,"    Under $25,000","Iowa","Uninsured.Share",NA,NA
"12316",2014,"    Under $25,000","Kansas","Total.Civilian.Noninstitutionalized.Population","Estimate",18.2
"12317",2014,"    Under $25,000","Kansas","Uninsured.Population","Estimate",35.1
"12318",2014,"    Under $25,000","Kansas","Uninsured.Share",NA,NA
"12319",2014,"    Under $25,000","Kentucky","Total.Civilian.Noninstitutionalized.Population","Estimate",25.8
"12320",2014,"    Under $25,000","Kentucky","Uninsured.Population","Estimate",41
"12321",2014,"    Under $25,000","Kentucky","Uninsured.Share",NA,NA
"12322",2014,"    Under $25,000","Louisiana","Total.Civilian.Noninstitutionalized.Population","Estimate",24.6
"12323",2014,"    Under $25,000","Louisiana","Uninsured.Population","Estimate",34.9
"12324",2014,"    Under $25,000","Louisiana","Uninsured.Share",NA,NA
"12325",2014,"    Under $25,000","Maine","Total.Civilian.Noninstitutionalized.Population","Estimate",19.3
"12326",2014,"    Under $25,000","Maine","Uninsured.Population","Estimate",24.6
"12327",2014,"    Under $25,000","Maine","Uninsured.Share",NA,NA
"12328",2014,"    Under $25,000","Maryland","Total.Civilian.Noninstitutionalized.Population","Estimate",11.9
"12329",2014,"    Under $25,000","Maryland","Uninsured.Population","Estimate",17.7
"12330",2014,"    Under $25,000","Maryland","Uninsured.Share",NA,NA
"12331",2014,"    Under $25,000","Massachusetts","Total.Civilian.Noninstitutionalized.Population","Estimate",14.9
"12332",2014,"    Under $25,000","Massachusetts","Uninsured.Population","Estimate",20.1
"12333",2014,"    Under $25,000","Massachusetts","Uninsured.Share",NA,NA
"12334",2014,"    Under $25,000","Michigan","Total.Civilian.Noninstitutionalized.Population","Estimate",21.7
"12335",2014,"    Under $25,000","Michigan","Uninsured.Population","Estimate",35.4
"12336",2014,"    Under $25,000","Michigan","Uninsured.Share",NA,NA
"12337",2014,"    Under $25,000","Minnesota","Total.Civilian.Noninstitutionalized.Population","Estimate",15
"12338",2014,"    Under $25,000","Minnesota","Uninsured.Population","Estimate",24.8
"12339",2014,"    Under $25,000","Minnesota","Uninsured.Share",NA,NA
"12340",2014,"    Under $25,000","Mississippi","Total.Civilian.Noninstitutionalized.Population","Estimate",29.3
"12341",2014,"    Under $25,000","Mississippi","Uninsured.Population","Estimate",41.9
"12342",2014,"    Under $25,000","Mississippi","Uninsured.Share",NA,NA
"12343",2014,"    Under $25,000","Missouri","Total.Civilian.Noninstitutionalized.Population","Estimate",21.4
"12344",2014,"    Under $25,000","Missouri","Uninsured.Population","Estimate",36.4
"12345",2014,"    Under $25,000","Missouri","Uninsured.Share",NA,NA
"12346",2014,"    Under $25,000","Montana","Total.Civilian.Noninstitutionalized.Population","Estimate",21.4
"12347",2014,"    Under $25,000","Montana","Uninsured.Population","Estimate",33.6
"12348",2014,"    Under $25,000","Montana","Uninsured.Share",NA,NA
"12349",2014,"    Under $25,000","Nebraska","Total.Civilian.Noninstitutionalized.Population","Estimate",17.8
"12350",2014,"    Under $25,000","Nebraska","Uninsured.Population","Estimate",32.8
"12351",2014,"    Under $25,000","Nebraska","Uninsured.Share",NA,NA
"12352",2014,"    Under $25,000","Nevada","Total.Civilian.Noninstitutionalized.Population","Estimate",17.5
"12353",2014,"    Under $25,000","Nevada","Uninsured.Population","Estimate",28.2
"12354",2014,"    Under $25,000","Nevada","Uninsured.Share",NA,NA
"12355",2014,"    Under $25,000","New.Hampshire","Total.Civilian.Noninstitutionalized.Population","Estimate",11.7
"12356",2014,"    Under $25,000","New.Hampshire","Uninsured.Population","Estimate",22
"12357",2014,"    Under $25,000","New.Hampshire","Uninsured.Share",NA,NA
"12358",2014,"    Under $25,000","New.Jersey","Total.Civilian.Noninstitutionalized.Population","Estimate",12.8
"12359",2014,"    Under $25,000","New.Jersey","Uninsured.Population","Estimate",21.7
"12360",2014,"    Under $25,000","New.Jersey","Uninsured.Share",NA,NA
"12361",2014,"    Under $25,000","New.Mexico","Total.Civilian.Noninstitutionalized.Population","Estimate",24.6
"12362",2014,"    Under $25,000","New.Mexico","Uninsured.Population","Estimate",35.8
"12363",2014,"    Under $25,000","New.Mexico","Uninsured.Share",NA,NA
"12364",2014,"    Under $25,000","New.York","Total.Civilian.Noninstitutionalized.Population","Estimate",18.2
"12365",2014,"    Under $25,000","New.York","Uninsured.Population","Estimate",23.4
"12366",2014,"    Under $25,000","New.York","Uninsured.Share",NA,NA
"12367",2014,"    Under $25,000","North.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",23.1
"12368",2014,"    Under $25,000","North.Carolina","Uninsured.Population","Estimate",36.5
"12369",2014,"    Under $25,000","North.Carolina","Uninsured.Share",NA,NA
"12370",2014,"    Under $25,000","Ohio","Total.Civilian.Noninstitutionalized.Population","Estimate",21.4
"12371",2014,"    Under $25,000","Ohio","Uninsured.Population","Estimate",34.6
"12372",2014,"    Under $25,000","Ohio","Uninsured.Share",NA,NA
"12373",2014,"    Under $25,000","Oklahoma","Total.Civilian.Noninstitutionalized.Population","Estimate",22.8
"12374",2014,"    Under $25,000","Oklahoma","Uninsured.Population","Estimate",34.1
"12375",2014,"    Under $25,000","Oklahoma","Uninsured.Share",NA,NA
"12376",2014,"    Under $25,000","Oregon","Total.Civilian.Noninstitutionalized.Population","Estimate",19.6
"12377",2014,"    Under $25,000","Oregon","Uninsured.Population","Estimate",30.7
"12378",2014,"    Under $25,000","Oregon","Uninsured.Share",NA,NA
"12379",2014,"    Under $25,000","Pennsylvania","Total.Civilian.Noninstitutionalized.Population","Estimate",18.6
"12380",2014,"    Under $25,000","Pennsylvania","Uninsured.Population","Estimate",29.2
"12381",2014,"    Under $25,000","Pennsylvania","Uninsured.Share",NA,NA
"12382",2014,"    Under $25,000","South.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",24.8
"12383",2014,"    Under $25,000","South.Carolina","Uninsured.Population","Estimate",38.3
"12384",2014,"    Under $25,000","South.Carolina","Uninsured.Share",NA,NA
"12385",2014,"    Under $25,000","South.Dakota","Total.Civilian.Noninstitutionalized.Population","Estimate",19.1
"12386",2014,"    Under $25,000","South.Dakota","Uninsured.Population","Estimate",35.9
"12387",2014,"    Under $25,000","South.Dakota","Uninsured.Share",NA,NA
"12388",2014,"    Under $25,000","Tennessee","Total.Civilian.Noninstitutionalized.Population","Estimate",23.9
"12389",2014,"    Under $25,000","Tennessee","Uninsured.Population","Estimate",36.8
"12390",2014,"    Under $25,000","Tennessee","Uninsured.Share",NA,NA
"12391",2014,"    Under $25,000","Texas","Total.Civilian.Noninstitutionalized.Population","Estimate",20.9
"12392",2014,"    Under $25,000","Texas","Uninsured.Population","Estimate",30.2
"12393",2014,"    Under $25,000","Texas","Uninsured.Share",NA,NA
"12394",2014,"    Under $25,000","Utah","Total.Civilian.Noninstitutionalized.Population","Estimate",14.6
"12395",2014,"    Under $25,000","Utah","Uninsured.Population","Estimate",25.8
"12396",2014,"    Under $25,000","Utah","Uninsured.Share",NA,NA
"12397",2014,"    Under $25,000","Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",14.7
"12398",2014,"    Under $25,000","Virginia","Uninsured.Population","Estimate",26.4
"12399",2014,"    Under $25,000","Virginia","Uninsured.Share",NA,NA
"12400",2014,"    Under $25,000","Washington","Total.Civilian.Noninstitutionalized.Population","Estimate",16.2
"12401",2014,"    Under $25,000","Washington","Uninsured.Population","Estimate",27.7
"12402",2014,"    Under $25,000","Washington","Uninsured.Share",NA,NA
"12403",2014,"    Under $25,000","West.Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",26.1
"12404",2014,"    Under $25,000","West.Virginia","Uninsured.Population","Estimate",39.7
"12405",2014,"    Under $25,000","West.Virginia","Uninsured.Share",NA,NA
"12406",2014,"    Under $25,000","Wisconsin","Total.Civilian.Noninstitutionalized.Population","Estimate",17.9
"12407",2014,"    Under $25,000","Wisconsin","Uninsured.Population","Estimate",31.2
"12408",2014,"    Under $25,000","Wisconsin","Uninsured.Share",NA,NA
"12409",2014,"    $25,000 to $49,999","Alabama","Total.Civilian.Noninstitutionalized.Population","Estimate",26.8
"12410",2014,"    $25,000 to $49,999","Alabama","Uninsured.Population","Estimate",33.2
"12411",2014,"    $25,000 to $49,999","Alabama","Uninsured.Share",NA,NA
"12412",2014,"    $25,000 to $49,999","Alaska","Total.Civilian.Noninstitutionalized.Population","Estimate",18.7
"12413",2014,"    $25,000 to $49,999","Alaska","Uninsured.Population","Estimate",24.6
"12414",2014,"    $25,000 to $49,999","Alaska","Uninsured.Share",NA,NA
"12415",2014,"    $25,000 to $49,999","Arizona","Total.Civilian.Noninstitutionalized.Population","Estimate",26.2
"12416",2014,"    $25,000 to $49,999","Arizona","Uninsured.Population","Estimate",33.7
"12417",2014,"    $25,000 to $49,999","Arizona","Uninsured.Share",NA,NA
"12418",2014,"    $25,000 to $49,999","Arkansas","Total.Civilian.Noninstitutionalized.Population","Estimate",29
"12419",2014,"    $25,000 to $49,999","Arkansas","Uninsured.Population","Estimate",34.2
"12420",2014,"    $25,000 to $49,999","Arkansas","Uninsured.Share",NA,NA
"12421",2014,"    $25,000 to $49,999","California","Total.Civilian.Noninstitutionalized.Population","Estimate",21.9
"12422",2014,"    $25,000 to $49,999","California","Uninsured.Population","Estimate",31.3
"12423",2014,"    $25,000 to $49,999","California","Uninsured.Share",NA,NA
"12424",2014,"    $25,000 to $49,999","Colorado","Total.Civilian.Noninstitutionalized.Population","Estimate",22.6
"12425",2014,"    $25,000 to $49,999","Colorado","Uninsured.Population","Estimate",32.6
"12426",2014,"    $25,000 to $49,999","Colorado","Uninsured.Share",NA,NA
"12427",2014,"    $25,000 to $49,999","Connecticut","Total.Civilian.Noninstitutionalized.Population","Estimate",17.5
"12428",2014,"    $25,000 to $49,999","Connecticut","Uninsured.Population","Estimate",27.9
"12429",2014,"    $25,000 to $49,999","Connecticut","Uninsured.Share",NA,NA
"12430",2014,"    $25,000 to $49,999","Florida","Total.Civilian.Noninstitutionalized.Population","Estimate",26.9
"12431",2014,"    $25,000 to $49,999","Florida","Uninsured.Population","Estimate",34.4
"12432",2014,"    $25,000 to $49,999","Florida","Uninsured.Share",NA,NA
"12433",2014,"    $25,000 to $49,999","Georgia","Total.Civilian.Noninstitutionalized.Population","Estimate",24.7
"12434",2014,"    $25,000 to $49,999","Georgia","Uninsured.Population","Estimate",32.2
"12435",2014,"    $25,000 to $49,999","Georgia","Uninsured.Share",NA,NA
"12436",2014,"    $25,000 to $49,999","Idaho","Total.Civilian.Noninstitutionalized.Population","Estimate",28.9
"12437",2014,"    $25,000 to $49,999","Idaho","Uninsured.Population","Estimate",39.2
"12438",2014,"    $25,000 to $49,999","Idaho","Uninsured.Share",NA,NA
"12439",2014,"    $25,000 to $49,999","Illinois","Total.Civilian.Noninstitutionalized.Population","Estimate",22.2
"12440",2014,"    $25,000 to $49,999","Illinois","Uninsured.Population","Estimate",32.1
"12441",2014,"    $25,000 to $49,999","Illinois","Uninsured.Share",NA,NA
"12442",2014,"    $25,000 to $49,999","Indiana","Total.Civilian.Noninstitutionalized.Population","Estimate",26.7
"12443",2014,"    $25,000 to $49,999","Indiana","Uninsured.Population","Estimate",33.7
"12444",2014,"    $25,000 to $49,999","Indiana","Uninsured.Share",NA,NA
"12445",2014,"    $25,000 to $49,999","Iowa","Total.Civilian.Noninstitutionalized.Population","Estimate",25.3
"12446",2014,"    $25,000 to $49,999","Iowa","Uninsured.Population","Estimate",36.7
"12447",2014,"    $25,000 to $49,999","Iowa","Uninsured.Share",NA,NA
"12448",2014,"    $25,000 to $49,999","Kansas","Total.Civilian.Noninstitutionalized.Population","Estimate",24.9
"12449",2014,"    $25,000 to $49,999","Kansas","Uninsured.Population","Estimate",35.1
"12450",2014,"    $25,000 to $49,999","Kansas","Uninsured.Share",NA,NA
"12451",2014,"    $25,000 to $49,999","Kentucky","Total.Civilian.Noninstitutionalized.Population","Estimate",26.3
"12452",2014,"    $25,000 to $49,999","Kentucky","Uninsured.Population","Estimate",32.2
"12453",2014,"    $25,000 to $49,999","Kentucky","Uninsured.Share",NA,NA
"12454",2014,"    $25,000 to $49,999","Louisiana","Total.Civilian.Noninstitutionalized.Population","Estimate",24.3
"12455",2014,"    $25,000 to $49,999","Louisiana","Uninsured.Population","Estimate",31
"12456",2014,"    $25,000 to $49,999","Louisiana","Uninsured.Share",NA,NA
"12457",2014,"    $25,000 to $49,999","Maine","Total.Civilian.Noninstitutionalized.Population","Estimate",25.7
"12458",2014,"    $25,000 to $49,999","Maine","Uninsured.Population","Estimate",36.6
"12459",2014,"    $25,000 to $49,999","Maine","Uninsured.Share",NA,NA
"12460",2014,"    $25,000 to $49,999","Maryland","Total.Civilian.Noninstitutionalized.Population","Estimate",16.7
"12461",2014,"    $25,000 to $49,999","Maryland","Uninsured.Population","Estimate",26.8
"12462",2014,"    $25,000 to $49,999","Maryland","Uninsured.Share",NA,NA
"12463",2014,"    $25,000 to $49,999","Massachusetts","Total.Civilian.Noninstitutionalized.Population","Estimate",16.9
"12464",2014,"    $25,000 to $49,999","Massachusetts","Uninsured.Population","Estimate",29.9
"12465",2014,"    $25,000 to $49,999","Massachusetts","Uninsured.Share",NA,NA
"12466",2014,"    $25,000 to $49,999","Michigan","Total.Civilian.Noninstitutionalized.Population","Estimate",25
"12467",2014,"    $25,000 to $49,999","Michigan","Uninsured.Population","Estimate",32.9
"12468",2014,"    $25,000 to $49,999","Michigan","Uninsured.Share",NA,NA
"12469",2014,"    $25,000 to $49,999","Minnesota","Total.Civilian.Noninstitutionalized.Population","Estimate",21.4
"12470",2014,"    $25,000 to $49,999","Minnesota","Uninsured.Population","Estimate",33.2
"12471",2014,"    $25,000 to $49,999","Minnesota","Uninsured.Share",NA,NA
"12472",2014,"    $25,000 to $49,999","Mississippi","Total.Civilian.Noninstitutionalized.Population","Estimate",27
"12473",2014,"    $25,000 to $49,999","Mississippi","Uninsured.Population","Estimate",31.1
"12474",2014,"    $25,000 to $49,999","Mississippi","Uninsured.Share",NA,NA
"12475",2014,"    $25,000 to $49,999","Missouri","Total.Civilian.Noninstitutionalized.Population","Estimate",25.6
"12476",2014,"    $25,000 to $49,999","Missouri","Uninsured.Population","Estimate",33.3
"12477",2014,"    $25,000 to $49,999","Missouri","Uninsured.Share",NA,NA
"12478",2014,"    $25,000 to $49,999","Montana","Total.Civilian.Noninstitutionalized.Population","Estimate",27.1
"12479",2014,"    $25,000 to $49,999","Montana","Uninsured.Population","Estimate",33.4
"12480",2014,"    $25,000 to $49,999","Montana","Uninsured.Share",NA,NA
"12481",2014,"    $25,000 to $49,999","Nebraska","Total.Civilian.Noninstitutionalized.Population","Estimate",24.9
"12482",2014,"    $25,000 to $49,999","Nebraska","Uninsured.Population","Estimate",36.4
"12483",2014,"    $25,000 to $49,999","Nebraska","Uninsured.Share",NA,NA
"12484",2014,"    $25,000 to $49,999","Nevada","Total.Civilian.Noninstitutionalized.Population","Estimate",24.1
"12485",2014,"    $25,000 to $49,999","Nevada","Uninsured.Population","Estimate",31.6
"12486",2014,"    $25,000 to $49,999","Nevada","Uninsured.Share",NA,NA
"12487",2014,"    $25,000 to $49,999","New.Hampshire","Total.Civilian.Noninstitutionalized.Population","Estimate",19.9
"12488",2014,"    $25,000 to $49,999","New.Hampshire","Uninsured.Population","Estimate",32.3
"12489",2014,"    $25,000 to $49,999","New.Hampshire","Uninsured.Share",NA,NA
"12490",2014,"    $25,000 to $49,999","New.Jersey","Total.Civilian.Noninstitutionalized.Population","Estimate",16.5
"12491",2014,"    $25,000 to $49,999","New.Jersey","Uninsured.Population","Estimate",25.9
"12492",2014,"    $25,000 to $49,999","New.Jersey","Uninsured.Share",NA,NA
"12493",2014,"    $25,000 to $49,999","New.Mexico","Total.Civilian.Noninstitutionalized.Population","Estimate",26.5
"12494",2014,"    $25,000 to $49,999","New.Mexico","Uninsured.Population","Estimate",32.8
"12495",2014,"    $25,000 to $49,999","New.Mexico","Uninsured.Share",NA,NA
"12496",2014,"    $25,000 to $49,999","New.York","Total.Civilian.Noninstitutionalized.Population","Estimate",20.3
"12497",2014,"    $25,000 to $49,999","New.York","Uninsured.Population","Estimate",28.4
"12498",2014,"    $25,000 to $49,999","New.York","Uninsured.Share",NA,NA
"12499",2014,"    $25,000 to $49,999","North.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",26.6
"12500",2014,"    $25,000 to $49,999","North.Carolina","Uninsured.Population","Estimate",35
"12501",2014,"    $25,000 to $49,999","North.Carolina","Uninsured.Share",NA,NA
"12502",2014,"    $25,000 to $49,999","Ohio","Total.Civilian.Noninstitutionalized.Population","Estimate",25.1
"12503",2014,"    $25,000 to $49,999","Ohio","Uninsured.Population","Estimate",33.7
"12504",2014,"    $25,000 to $49,999","Ohio","Uninsured.Share",NA,NA
"12505",2014,"    $25,000 to $49,999","Oklahoma","Total.Civilian.Noninstitutionalized.Population","Estimate",27.8
"12506",2014,"    $25,000 to $49,999","Oklahoma","Uninsured.Population","Estimate",36
"12507",2014,"    $25,000 to $49,999","Oklahoma","Uninsured.Share",NA,NA
"12508",2014,"    $25,000 to $49,999","Oregon","Total.Civilian.Noninstitutionalized.Population","Estimate",26.5
"12509",2014,"    $25,000 to $49,999","Oregon","Uninsured.Population","Estimate",36.5
"12510",2014,"    $25,000 to $49,999","Oregon","Uninsured.Share",NA,NA
"12511",2014,"    $25,000 to $49,999","Pennsylvania","Total.Civilian.Noninstitutionalized.Population","Estimate",23
"12512",2014,"    $25,000 to $49,999","Pennsylvania","Uninsured.Population","Estimate",31.3
"12513",2014,"    $25,000 to $49,999","Pennsylvania","Uninsured.Share",NA,NA
"12514",2014,"    $25,000 to $49,999","South.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",26.2
"12515",2014,"    $25,000 to $49,999","South.Carolina","Uninsured.Population","Estimate",31.8
"12516",2014,"    $25,000 to $49,999","South.Carolina","Uninsured.Share",NA,NA
"12517",2014,"    $25,000 to $49,999","South.Dakota","Total.Civilian.Noninstitutionalized.Population","Estimate",25.6
"12518",2014,"    $25,000 to $49,999","South.Dakota","Uninsured.Population","Estimate",33.5
"12519",2014,"    $25,000 to $49,999","South.Dakota","Uninsured.Share",NA,NA
"12520",2014,"    $25,000 to $49,999","Tennessee","Total.Civilian.Noninstitutionalized.Population","Estimate",27.5
"12521",2014,"    $25,000 to $49,999","Tennessee","Uninsured.Population","Estimate",33.9
"12522",2014,"    $25,000 to $49,999","Tennessee","Uninsured.Share",NA,NA
"12523",2014,"    $25,000 to $49,999","Texas","Total.Civilian.Noninstitutionalized.Population","Estimate",25.1
"12524",2014,"    $25,000 to $49,999","Texas","Uninsured.Population","Estimate",34.4
"12525",2014,"    $25,000 to $49,999","Texas","Uninsured.Share",NA,NA
"12526",2014,"    $25,000 to $49,999","Utah","Total.Civilian.Noninstitutionalized.Population","Estimate",22.7
"12527",2014,"    $25,000 to $49,999","Utah","Uninsured.Population","Estimate",34.1
"12528",2014,"    $25,000 to $49,999","Utah","Uninsured.Share",NA,NA
"12529",2014,"    $25,000 to $49,999","Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",20.1
